"SAMPLEID","LAT","LONG","STATIONID","COLLDATE","COLLMETH","INDEX_REGION","INDEX_NAME","ni_total","pi_OET","pt_ffg_pred","pt_NonIns","pt_POET","pt_tv_toler","pt_volt_semi","SC_pi_OET","SC_pt_ffg_pred","SC_pt_NonIns","SC_pt_POET","SC_pt_tv_toler","SC_pt_volt_semi","sum_Index","Index","Index_Nar"
"2013019.C",42.086583,-70.756947,"B0857","7/16/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",310,38.0645161290323,18.1818181818182,20,30.9090909090909,9.09090909090909,5.45454545454545,77.6826859776169,56.8181818181818,61.9047619047619,77.2727272727273,81.5426997245179,45.4545454545455,400.675602152351,66.7792670253919,"No Narrative"
"2013020",42.042388,-70.898462,"B0841","7/16/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",296,57.0945945945946,9.30232558139535,20.9302325581395,30.2325581395349,16.2790697674419,2.32558139534884,100,29.0697674418605,59.6899224806201,75.5813953488372,59.7603946441156,19.3798449612403,343.481324876674,57.2468874794456,"No Narrative"
"2013021",42.068117,-70.914242,"B0845","7/17/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",279,2.5089605734767,15.3846153846154,20.5128205128205,10.2564102564103,12.8205128205128,0,5.12032770097286,48.0769230769231,60.6837606837607,25.6410256410256,70.2408702408702,0,209.762907343553,34.9604845572588,"No Narrative"
"2013022",42.018472,-70.922526,"B0833","7/17/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",277,33.9350180505415,22.5,20,27.5,17.5,2.5,69.2551388786562,70.3125,61.9047619047619,68.75,56.0606060606061,20.8333333333333,347.116340177357,57.8527233628929,"No Narrative"
"2013023.A",41.997462,-70.953869,"B0863","7/17/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",306,15.0326797385621,20,20,26.6666666666667,15.5555555555556,2.22222222222222,30.6789382419635,62.5,61.9047619047619,66.6666666666667,61.952861952862,18.5185185185185,302.221747284773,50.3702912141287,"No Narrative"
"2013023.B",41.997462,-70.953869,"B0863","7/17/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",309,11.0032362459547,17.7777777777778,22.2222222222222,22.2222222222222,22.2222222222222,2.22222222222222,22.4555841754177,55.5555555555556,56.6137566137566,55.5555555555556,41.7508417508418,18.5185185185185,250.449812169646,41.7416353616076,"No Narrative"
"2013023.C",41.997462,-70.953869,"B0863","7/17/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",308,9.74025974025974,19.047619047619,30.952380952381,16.6666666666667,26.1904761904762,0,19.8780811025709,59.5238095238095,35.827664399093,41.6666666666667,29.7258297258297,0,186.62205141797,31.1036752363283,"No Narrative"
"2013024",41.881423,-70.909427,"B0854","7/18/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",298,2.3489932885906,13.5135135135135,48.6486486486486,8.10810810810811,35.1351351351351,0,4.79386385426654,42.2297297297297,0,20.2702702702703,2.62080262080262,0,69.9146664750692,11.6524444125115,"No Narrative"
"2013026",41.909381,-71.098124,"B0848","7/18/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",274,21.5328467153285,17.0212765957447,27.6595744680851,19.1489361702128,19.1489361702128,0,43.9445851333234,53.1914893617021,43.6676798378926,47.8723404255319,51.063829787234,0,239.739924545684,39.9566540909473,"No Narrative"
"2013027.A",41.932518,-71.077577,"B0858","7/22/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",278,15.4676258992806,23.5294117647059,20.5882352941176,14.7058823529412,11.7647058823529,5.88235294117647,31.5665834679195,73.5294117647059,60.5042016806723,36.7647058823529,73.4402852049911,49.0196078431373,324.824795843779,54.1374659739632,"No Narrative"
"2013027.B",41.932518,-71.077577,"B0858","7/22/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",264,14.0151515151515,23.3333333333333,23.3333333333333,16.6666666666667,13.3333333333333,6.66666666666667,28.6023500309215,72.9166666666667,53.968253968254,41.6666666666667,68.6868686868687,55.5555555555556,321.396361574933,53.5660602624888,"No Narrative"
"2013027.C",41.932518,-71.077577,"B0858","7/22/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",285,11.5789473684211,22.5,25,12.5,17.5,5,23.6305048335124,70.3125,50,31.25,56.0606060606061,41.6666666666667,272.920277560785,45.4867129267975,"No Narrative"
"2013028",41.988368,-71.035453,"B0839","7/22/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",292,0,25,75,0,62.5,0,0,78.125,0,0,0,0,78.125,13.0208333333333,"No Narrative"
"2013029",42.015585,-71.052662,"B0843","7/22/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",293,37.542662116041,18.9189189189189,24.3243243243243,29.7297297297297,16.2162162162162,2.7027027027027,76.6176777878387,59.1216216216216,51.6087516087516,74.3243243243243,59.95085995086,22.5225225225225,344.145757815919,57.3576263026531,"No Narrative"
"2013030",42.075428,-71.009638,"B0864","7/23/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",270,5.92592592592593,8.51063829787234,27.6595744680851,8.51063829787234,27.6595744680851,0,12.0937263794407,26.5957446808511,43.6676798378926,21.2765957446809,25.2740167633785,0,128.907763406244,21.4846272343739,"No Narrative"
"2013031",42.082574,-71.030076,"B0836","7/23/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",275,6.18181818181818,16.2162162162162,29.7297297297297,10.8108108108108,18.9189189189189,0,12.6159554730983,50.6756756756757,38.7387387387387,27.027027027027,51.7608517608518,0,180.818248675392,30.1363747792319,"No Narrative"
"2013032",42.061126,-71.216586,"B0835","7/23/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",269,25.2788104089219,15.2173913043478,32.6086956521739,21.7391304347826,19.5652173913043,0,51.5894089977999,47.554347826087,31.8840579710145,54.3478260869565,49.802371541502,0,235.17801242336,39.1963354038933,"No Narrative"
"2013033",42.005027,-71.213447,"B0860","7/23/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",309,40.1294498381877,18.1818181818182,18.1818181818182,34.0909090909091,11.3636363636364,4.54545454545455,81.8968364044647,56.8181818181818,66.2337662337662,85.2272727272727,74.6556473829201,37.8787878787879,402.710492445393,67.1184154075656,"No Narrative"
"2013034",41.989495,-71.173717,"B0852","7/24/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",273,18.3150183150183,14.7058823529412,20.5882352941176,20.5882352941176,20.5882352941176,0,37.3775883979966,45.9558823529412,60.5042016806723,51.4705882352941,46.7023172905526,0,242.010577957457,40.3350963262428,"No Narrative"
"2013035",41.949458,-71.175526,"B0865","7/24/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",276,15.9420289855072,6.52173913043478,23.9130434782609,26.0869565217391,10.8695652173913,0,32.5347530316474,20.3804347826087,52.5879917184265,65.2173913043478,76.1528326745718,0,246.873403511602,41.1455672519337,"No Narrative"
"2013036",42.199476,-70.862069,"B0861","7/25/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",299,9.69899665551839,18.4210526315789,21.0526315789474,23.6842105263158,21.0526315789474,0,19.7938707255477,57.5657894736842,59.3984962406015,59.2105263157895,45.2950558213716,0,241.263738576995,40.2106230961658,"No Narrative"
"2013037.A",42.242442,-70.859057,"B0132","7/25/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",321,20.2492211838006,12.5,15,22.5,7.5,5,41.3249411914298,39.0625,73.8095238095238,56.25,86.3636363636364,41.6666666666667,338.477268031257,56.4128780052094,"No Narrative"
"2013037.B",42.242442,-70.859057,"B0132","7/25/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",346,19.9421965317919,10.5263157894737,21.0526315789474,21.0526315789474,13.1578947368421,7.89473684210526,40.6983602689631,32.8947368421053,59.3984962406015,52.6315789473684,69.2185007974482,65.7894736842105,320.631146780697,53.4385244634495,"No Narrative"
"2013037.C",42.242442,-70.859057,"B0132","7/25/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",335,20.8955223880597,13.0434782608696,21.7391304347826,21.7391304347826,13.0434782608696,6.52173913043478,42.6439232409382,40.7608695652174,57.7639751552795,54.3478260869565,69.5652173913044,54.3478260869565,319.429637526652,53.2382729211087,"No Narrative"
"2013038",42.24343,-71.094378,"B0844","7/25/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",286,9.09090909090909,14.2857142857143,20,14.2857142857143,22.8571428571429,0,18.5528756957328,44.6428571428571,61.9047619047619,35.7142857142857,39.8268398268398,0,200.641620284477,33.4402700474129,"No Narrative"
"2013039",42.495119,-71.136137,"B0849","7/29/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",323,0.928792569659443,15,40,10,30,0,1.89549504012131,46.875,14.2857142857143,25,18.1818181818182,0,106.238027507654,17.7063379179423,"No Narrative"
"2013042",42.664623,-71.753811,"B0868","7/30/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",308,36.3636363636364,18.3333333333333,5,36.6666666666667,8.33333333333333,10,74.2115027829314,57.2916666666667,97.6190476190476,91.6666666666667,83.8383838383838,83.3333333333333,487.960600907029,81.3267668178382,"No Narrative"
"2013048",41.952551,-71.224761,"B0831","8/1/2013","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",325,37.5384615384615,18,16,38,8,8,76.6091051805338,56.25,71.4285714285714,95,84.8484848484848,66.6666666666667,450.802828124257,75.1338046873761,"No Narrative"
"2014006.A",42.664623,-71.753811,"B0868","7/7/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",308,23.0519480519481,26.6666666666667,5,45,1.66666666666667,15,47.0447919427511,83.3333333333333,97.6190476190476,100,100,100,527.997172895132,87.9995288158553,"No Narrative"
"2014006.B",42.664623,-71.753811,"B0868","7/7/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",324,23.7654320987654,21.6666666666667,3.33333333333333,36.6666666666667,1.66666666666667,11.6666666666667,48.5008818342152,67.7083333333333,100,91.6666666666667,100,97.2222222222222,505.098104056437,84.1830173427396,"No Narrative"
"2014006.C",42.664623,-71.753811,"B0868","7/7/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",296,26.3513513513514,18,4,42,0,10,53.7782680639823,56.25,100,100,100,83.3333333333333,493.361601397316,82.2269335662193,"No Narrative"
"2014010",42.47217,-72.256802,"B0902","7/10/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",292,21.9178082191781,26.6666666666667,5,36.6666666666667,5,3.33333333333333,44.7302208554655,83.3333333333333,97.6190476190476,91.6666666666667,93.9393939393939,27.7777777777778,439.066440191685,73.1777400319475,"No Narrative"
"2014013",41.562812,-71.133855,"B0869","7/14/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",301,20.9302325581395,22.972972972973,12.1621621621622,32.4324324324324,10.8108108108108,8.10810810810811,42.7147603227337,71.7905405405405,80.5662805662806,81.0810810810811,76.3308763308763,67.5675675675676,420.05110640908,70.0085177348466,"No Narrative"
"2014014.A",41.63266,-71.060383,"B0827","7/14/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",295,8.47457627118644,25,13.4615384615385,25,9.61538461538461,9.61538461538461,17.2950536146662,78.125,77.4725274725275,62.5,79.95337995338,80.1282051282051,395.474166168779,65.9123610281298,"No Narrative"
"2014014.B",41.63266,-71.060383,"B0827","7/14/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",337,13.6498516320475,22,16,30,12,10,27.856840065403,68.75,71.4285714285714,75,72.7272727272727,83.3333333333333,399.09601755458,66.5160029257634,"No Narrative"
"2014014.C",41.63266,-71.060383,"B0827","7/14/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",378,19.3121693121693,27.6595744680851,10.6382978723404,31.9148936170213,8.51063829787234,8.51063829787234,39.4125904329986,86.436170212766,84.1945288753799,79.7872340425532,83.3010960670535,70.9219858156028,444.053605446354,74.008934241059,"No Narrative"
"2014015",41.772548,-71.084948,"B0468","7/14/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",290,18.2758620689655,30.3030303030303,6.06060606060606,27.2727272727273,6.06060606060606,9.09090909090909,37.2976776917664,94.6969696969697,95.0937950937951,68.1818181818182,90.7254361799816,75.7575757575758,461.753272601907,76.9588787669845,"No Narrative"
"2014019",42.079834,-72.565564,"B0873","7/16/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",335,12.5373134328358,16.6666666666667,16.6666666666667,8.33333333333333,22.2222222222222,0,25.5863539445629,52.0833333333333,69.8412698412698,20.8333333333333,41.7508417508418,0,210.095132203341,35.0158553672235,"No Narrative"
"2014020",42.037302,-72.699906,"B0872","7/16/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",298,23.1543624161074,16.6666666666667,11.6666666666667,23.3333333333333,11.6666666666667,1.66666666666667,47.2538008491987,52.0833333333333,81.7460317460318,58.3333333333333,73.7373737373737,13.8888888888889,327.04276188816,54.50712698136,"No Narrative"
"2014023",42.263606,-72.706051,"B0874","7/21/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,14.3312101910828,17.910447761194,8.95522388059701,26.865671641791,8.95522388059701,4.47761194029851,29.2473677369037,55.9701492537313,88.2018479033404,67.1641791044776,81.9538670284939,37.3134328358209,359.850843862768,59.9751406437946,"No Narrative"
"2014024",42.250209,-72.658927,"B0879","7/21/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",296,25,20.3389830508475,5.08474576271186,28.8135593220339,8.47457627118644,3.38983050847458,51.0204081632653,63.5593220338983,97.4172719935432,72.0338983050847,83.4103749357987,28.2485875706215,395.689863002212,65.9483105003686,"No Narrative"
"2014025",42.262151,-72.1066,"B0897","7/22/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,41.0828025477707,26.4150943396226,9.43396226415094,22.6415094339623,13.2075471698113,0,83.8424541791239,82.5471698113208,87.0619946091644,56.6037735849057,69.0680388793596,0,379.123431063874,63.1872385106457,"No Narrative"
"2014026",42.360918,-72.230114,"B0903","7/22/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",321,24.6105919003115,20.9677419354839,3.2258064516129,25.8064516129032,1.61290322580645,6.45161290322581,50.2256977557378,65.5241935483871,100,64.5161290322581,100,53.763440860215,434.029461196598,72.3382435327663,"No Narrative"
"2014030",42.223378,-72.179651,"B0893","7/23/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,57.7287066246057,17.8571428571429,17.8571428571429,42.8571428571429,14.2857142857143,0,100,55.8035714285714,67.0068027210884,100,65.8008658008658,0,388.611239950526,64.7685399917543,"No Narrative"
"2014031",42.250403,-72.426539,"B0892","7/24/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",292,6.50684931506849,18.3673469387755,6.12244897959184,14.2857142857143,8.16326530612245,8.16326530612245,13.2792843164663,57.3979591836735,94.9465500485909,35.7142857142857,84.3537414965986,68.0272108843537,353.719031643969,58.9531719406615,"No Narrative"
"2014035",42.05933,-72.271605,"B0896","7/28/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",299,20.066889632107,20.7317073170732,3.65853658536585,28.0487804878049,7.31707317073171,4.8780487804878,40.9528359838919,64.7865853658537,100,70.1219512195122,86.9179600886918,40.650406504065,403.429739162015,67.2382898603358,"No Narrative"
"2014037",42.043514,-72.456478,"B0876","7/28/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",316,38.2911392405063,15.4929577464789,7.04225352112676,32.3943661971831,9.85915492957746,0,78.1451821234823,48.4154929577465,92.7565392354125,80.9859154929577,79.2146820315834,0,379.517811841182,63.2529686401971,"No Narrative"
"2014039",42.476536,-72.518604,"B0885","7/29/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",299,16.0535117056856,20,13.8461538461538,33.8461538461538,7.69230769230769,4.61538461538461,32.7622687871135,62.5,76.5567765567766,84.6153846153846,85.7808857808858,38.4615384615385,380.676854201699,63.4461423669498,"No Narrative"
"2014040.A",42.444317,-72.489876,"B0884","7/29/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",311,13.8263665594855,25.8064516129032,9.67741935483871,30.6451612903226,6.45161290322581,4.83870967741935,28.217074611195,80.6451612903226,86.4823348694316,76.6129032258064,89.5405669599218,40.3225806451613,401.820621601839,66.9701036003064,"No Narrative"
"2014040.B",42.444317,-72.489876,"B0884","7/29/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",304,11.1842105263158,22.4489795918367,12.2448979591837,30.6122448979592,10.2040816326531,8.16326530612245,22.8249194414608,70.1530612244898,80.3692905733722,76.530612244898,78.169449598021,68.0272108843537,396.074543966596,66.0124239944326,"No Narrative"
"2014040.C",42.444317,-72.489876,"B0884","7/29/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",305,11.1475409836066,20.7547169811321,15.0943396226415,26.4150943396226,9.43396226415094,3.77358490566038,22.7500836400134,64.8584905660377,73.5849056603774,66.0377358490566,80.5031446540881,31.4465408805031,339.180901250076,56.5301502083461,"No Narrative"
"2014041",42.552868,-72.519503,"B0887","7/30/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",404,44.8019801980198,18.9189189189189,5.40540540540541,37.8378378378378,5.40540540540541,8.10810810810811,91.43261264902,59.1216216216216,96.6537966537966,94.5945945945946,92.7108927108927,67.5675675675676,502.081085797493,83.6801809662489,"No Narrative"
"2014043",42.555068,-72.558257,"B0871","7/30/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",319,14.7335423197492,15.2173913043478,17.3913043478261,30.4347826086957,15.2173913043478,2.17391304347826,30.0684537137739,47.554347826087,68.1159420289855,76.0869565217391,62.9776021080369,18.1159420289855,302.919244227608,50.4865407046013,"No Narrative"
"2014046",42.040793,-72.484896,"B0875","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",307,19.8697068403909,18.75,6.25,25,6.25,4.16666666666667,40.5504221232467,58.59375,94.6428571428571,62.5,90.1515151515152,34.7222222222222,381.160766639841,63.5267944399735,"No Narrative"
"2014047",42.270034,-72.594205,"B0877","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",318,14.1509433962264,23.4375,21.875,20.3125,17.1875,1.5625,28.8794763188294,73.2421875,57.4404761904762,50.78125,57.0075757575758,13.0208333333333,280.371799100215,46.7286331833691,"No Narrative"
"2014048.A",42.279627,-72.58673,"B0878","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",284,15.1408450704225,28.5714285714286,11.1111111111111,20.6349206349206,9.52380952380952,3.17460317460317,30.8996838171889,89.2857142857143,83.0687830687831,51.5873015873016,80.2308802308802,26.4550264550265,361.527389444894,60.2545649074824,"No Narrative"
"2014048.B",42.279627,-72.58673,"B0878","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",311,15.112540192926,24.1935483870968,4.83870967741935,30.6451612903226,8.06451612903226,1.61290322580645,30.8419187610736,75.6048387096774,98.0030721966206,76.6129032258064,84.652981427175,13.4408602150538,379.156574535407,63.1927624225678,"No Narrative"
"2014048.C",42.279627,-72.58673,"B0878","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",275,12,28.5714285714286,11.1111111111111,22.2222222222222,9.52380952380952,4.76190476190476,24.4897959183673,89.2857142857143,83.0687830687831,55.5555555555556,80.2308802308802,39.6825396825397,372.31326874184,62.0522114569734,"No Narrative"
"2014049",42.456557,-72.636993,"B0883","8/5/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",302,46.6887417218543,10.9090909090909,5.45454545454545,25.4545454545455,10.9090909090909,1.81818181818182,95.2831463711312,34.0909090909091,96.5367965367965,63.6363636363636,76.0330578512397,15.1515151515152,380.731788637955,63.4552981063259,"No Narrative"
"2015001",42.826111,-70.984012,"B0931","7/7/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",307,1.95439739413681,6.66666666666667,26.6666666666667,10,26.6666666666667,0,3.98856611048328,20.8333333333333,46.031746031746,25,28.2828282828283,0,124.136473758391,20.6894122930652,"No Narrative"
"2015002",42.697117,-71.143995,"B0922","7/7/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,11.4649681528662,5.12820512820513,28.2051282051282,15.3846153846154,23.0769230769231,2.56410256410256,23.3978941895229,16.025641025641,42.3687423687424,38.4615384615385,39.1608391608392,21.3675213675214,180.782176573805,30.1303627623009,"No Narrative"
"2015003",42.733424,-70.904624,"B0940","7/8/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",323,7.12074303405573,17.7777777777778,24.4444444444444,20,22.2222222222222,0,14.5321286409301,55.5555555555556,51.3227513227513,50,41.7508417508418,0,213.161277270079,35.5268795450131,"No Narrative"
"2015005.A",42.495806,-71.038741,"B0918","7/9/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",315,6.66666666666667,8.33333333333333,25,29.1666666666667,20.8333333333333,0,13.6054421768707,26.0416666666667,50,72.9166666666667,45.959595959596,0,208.5233714698,34.7538952449667,"No Narrative"
"2015005.B",42.495806,-71.038741,"B0918","7/9/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,4.10094637223975,11.5384615384615,38.4615384615385,15.3846153846154,26.9230769230769,0,8.36927831069336,36.0576923076923,17.948717948718,38.4615384615385,27.5058275058275,0,128.34305453447,21.3905090890783,"No Narrative"
"2015005.C",42.495806,-71.038741,"B0918","7/9/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",358,3.91061452513966,6.25,25,25,18.75,0,7.98084596967279,19.53125,50,62.5,52.2727272727273,0,192.2848232424,32.0474705404,"No Narrative"
"2015009",42.319324,-71.395583,"B0935","7/13/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",323,11.7647058823529,23.6842105263158,28.9473684210526,7.89473684210526,28.9473684210526,2.63157894736842,24.0096038415366,74.0131578947368,40.6015037593985,19.7368421052632,21.3716108452951,21.9298245614035,201.662543007634,33.6104238346056,"No Narrative"
"2015011",42.700651,-71.487647,"B0942","7/14/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",299,17.3913043478261,26.3157894736842,31.5789473684211,23.6842105263158,26.3157894736842,0,35.4924578527063,82.2368421052632,34.3358395989975,59.2105263157895,29.3460925039872,0,240.621758376744,40.1036263961239,"No Narrative"
"2015012",42.664623,-71.753811,"B0868","7/14/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,34.0764331210191,21.3114754098361,4.91803278688525,37.7049180327869,8.19672131147541,8.19672131147541,69.5437410633043,66.5983606557377,97.8142076502732,94.2622950819672,84.2523596621957,68.3060109289617,480.77697504244,80.1294958404066,"No Narrative"
"2015016",42.121769,-71.36544,"B0929","7/16/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",345,34.7826086956522,30.7692307692308,38.4615384615385,23.0769230769231,38.4615384615385,0,70.9849157054126,96.1538461538462,17.948717948718,57.6923076923077,0,0,242.779787500284,40.4632979167141,"No Narrative"
"2015017",42.187016,-71.375822,"B0936","7/16/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",301,13.6212624584718,23.8095238095238,9.52380952380952,21.4285714285714,14.2857142857143,0,27.7984948132077,74.4047619047619,86.8480725623583,53.5714285714286,65.8008658008658,0,308.423623652622,51.403937275437,"No Narrative"
"2015018",42.104981,-71.458405,"B0908","7/16/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",328,4.8780487804878,27.2727272727273,18.1818181818182,31.8181818181818,13.6363636363636,0,9.95520159283226,85.2272727272727,66.2337662337662,79.5454545454545,67.7685950413223,0,308.730290140648,51.4550483567747,"No Narrative"
"2015019",42.224779,-71.477671,"B0907","7/16/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",310,13.5483870967742,13.1147540983607,21.3114754098361,16.3934426229508,16.3934426229508,0,27.6497695852535,40.9836065573771,58.7822014051522,40.983606557377,59.4138102334824,0,227.812994338642,37.9688323897737,"No Narrative"
"2015023.A",42.476831,-71.565421,"B0923","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",298,15.1006711409396,18.4615384615385,4.61538461538461,27.6923076923077,9.23076923076923,4.61538461538461,30.8176962059992,57.6923076923077,98.5347985347985,69.2307692307692,81.1188811188811,38.4615384615385,375.855991244294,62.6426652073824,"No Narrative"
"2015023.B",42.476831,-71.565421,"B0923","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",310,14.5161290322581,26.4705882352941,8.82352941176471,23.5294117647059,10.2941176470588,2.94117647058824,29.6247531270573,82.7205882352941,88.515406162465,58.8235294117647,77.8966131907308,24.5098039215686,362.090694048881,60.3484490081468,"No Narrative"
"2015023.C",42.476831,-71.565421,"B0923","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",312,17.3076923076923,22.8070175438597,7.01754385964912,24.5614035087719,14.0350877192982,3.50877192982456,35.3218210361067,71.2719298245614,92.8153717627402,61.4035087719298,66.5603402445508,29.2397660818713,356.61273772176,59.43545628696,"No Narrative"
"2015024",42.526778,-71.413421,"B0926","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",340,34.7058823529412,7.89473684210526,23.6842105263158,21.0526315789474,18.4210526315789,2.63157894736842,70.828331332533,24.6710526315789,53.1328320802005,52.6315789473684,53.2695374800638,21.9298245614035,276.463157033148,46.077192838858,"No Narrative"
