"SAMPLEID","LAT","LONG","STATIONID","COLLDATE","COLLMETH","INDEX_REGION","INDEX_NAME","ni_total","pi_OET","pt_ffg_pred","pt_NonIns","pt_POET","pt_tv_toler","pt_volt_semi"
"2014023",42.263606,-72.706051,"B0874","7/21/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,14.3312101910828,17.910447761194,8.95522388059701,26.865671641791,8.95522388059701,4.47761194029851
"2014024",42.250209,-72.658927,"B0879","7/21/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",296,25,20.3389830508475,5.08474576271186,28.8135593220339,8.47457627118644,3.38983050847458
"2014025",42.262151,-72.1066,"B0897","7/22/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,41.0828025477707,26.4150943396226,9.43396226415094,22.6415094339623,13.2075471698113,0
"2014026",42.360918,-72.230114,"B0903","7/22/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",321,24.6105919003115,20.9677419354839,3.2258064516129,25.8064516129032,1.61290322580645,6.45161290322581
"2014030",42.223378,-72.179651,"B0893","7/23/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,57.7287066246057,17.8571428571429,17.8571428571429,42.8571428571429,14.2857142857143,0
"2014031",42.250403,-72.426539,"B0892","7/24/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",292,6.50684931506849,18.3673469387755,6.12244897959184,14.2857142857143,8.16326530612245,8.16326530612245
"2014035",42.05933,-72.271605,"B0896","7/28/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",299,20.066889632107,20.7317073170732,3.65853658536585,28.0487804878049,7.31707317073171,4.8780487804878
"2014037",42.043514,-72.456478,"B0876","7/28/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",316,38.2911392405063,15.4929577464789,7.04225352112676,32.3943661971831,9.85915492957746,0
"2014039",42.476536,-72.518604,"B0885","7/29/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",299,16.0535117056856,20,13.8461538461538,33.8461538461538,7.69230769230769,4.61538461538461
"2014040.A",42.444317,-72.489876,"B0884","7/29/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",311,13.8263665594855,25.8064516129032,9.67741935483871,30.6451612903226,6.45161290322581,4.83870967741935
"2014040.B",42.444317,-72.489876,"B0884","7/29/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",304,11.1842105263158,22.4489795918367,12.2448979591837,30.6122448979592,10.2040816326531,8.16326530612245
"2014040.C",42.444317,-72.489876,"B0884","7/29/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",305,11.1475409836066,20.7547169811321,15.0943396226415,26.4150943396226,9.43396226415094,3.77358490566038
"2014041",42.552868,-72.519503,"B0887","7/30/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",404,44.8019801980198,18.9189189189189,5.40540540540541,37.8378378378378,5.40540540540541,8.10810810810811
"2014043",42.555068,-72.558257,"B0871","7/30/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",319,14.7335423197492,15.2173913043478,17.3913043478261,30.4347826086957,15.2173913043478,2.17391304347826
"2014046",42.040793,-72.484896,"B0875","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",307,19.8697068403909,18.75,6.25,25,6.25,4.16666666666667
"2014047",42.270034,-72.594205,"B0877","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",318,14.1509433962264,23.4375,21.875,20.3125,17.1875,1.5625
"2014048.A",42.279627,-72.58673,"B0878","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",284,15.1408450704225,28.5714285714286,11.1111111111111,20.6349206349206,9.52380952380952,3.17460317460317
"2014048.B",42.279627,-72.58673,"B0878","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",311,15.112540192926,24.1935483870968,4.83870967741935,30.6451612903226,8.06451612903226,1.61290322580645
"2014048.C",42.279627,-72.58673,"B0878","8/4/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",275,12,28.5714285714286,11.1111111111111,22.2222222222222,9.52380952380952,4.76190476190476
"2014049",42.456557,-72.636993,"B0883","8/5/2014","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",302,46.6887417218543,10.9090909090909,5.45454545454545,25.4545454545455,10.9090909090909,1.81818181818182
"2015001",42.826111,-70.984012,"B0931","7/7/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",307,1.95439739413681,6.66666666666667,26.6666666666667,10,26.6666666666667,0
"2015002",42.697117,-71.143995,"B0922","7/7/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,11.4649681528662,5.12820512820513,28.2051282051282,15.3846153846154,23.0769230769231,2.56410256410256
"2015003",42.733424,-70.904624,"B0940","7/8/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",323,7.12074303405573,17.7777777777778,24.4444444444444,20,22.2222222222222,0
"2015005.A",42.495806,-71.038741,"B0918","7/9/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",315,6.66666666666667,8.33333333333333,25,29.1666666666667,20.8333333333333,0
"2015005.B",42.495806,-71.038741,"B0918","7/9/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,4.10094637223975,11.5384615384615,38.4615384615385,15.3846153846154,26.9230769230769,0
"2015005.C",42.495806,-71.038741,"B0918","7/9/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",358,3.91061452513966,6.25,25,25,18.75,0
"2015009",42.319324,-71.395583,"B0935","7/13/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",323,11.7647058823529,23.6842105263158,28.9473684210526,7.89473684210526,28.9473684210526,2.63157894736842
"2015011",42.700651,-71.487647,"B0942","7/14/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",299,17.3913043478261,26.3157894736842,31.5789473684211,23.6842105263158,26.3157894736842,0
"2015012",42.664623,-71.753811,"B0868","7/14/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,34.0764331210191,21.3114754098361,4.91803278688525,37.7049180327869,8.19672131147541,8.19672131147541
"2015016",42.121769,-71.36544,"B0929","7/16/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",345,34.7826086956522,30.7692307692308,38.4615384615385,23.0769230769231,38.4615384615385,0
"2015017",42.187016,-71.375822,"B0936","7/16/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",301,13.6212624584718,23.8095238095238,9.52380952380952,21.4285714285714,14.2857142857143,0
"2015018",42.104981,-71.458405,"B0908","7/16/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",328,4.8780487804878,27.2727272727273,18.1818181818182,31.8181818181818,13.6363636363636,0
"2015019",42.224779,-71.477671,"B0907","7/16/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",310,13.5483870967742,13.1147540983607,21.3114754098361,16.3934426229508,16.3934426229508,0
"2015023.A",42.476831,-71.565421,"B0923","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",298,15.1006711409396,18.4615384615385,4.61538461538461,27.6923076923077,9.23076923076923,4.61538461538461
"2015023.B",42.476831,-71.565421,"B0923","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",310,14.5161290322581,26.4705882352941,8.82352941176471,23.5294117647059,10.2941176470588,2.94117647058824
"2015023.C",42.476831,-71.565421,"B0923","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",312,17.3076923076923,22.8070175438597,7.01754385964912,24.5614035087719,14.0350877192982,3.50877192982456
"2015024",42.526778,-71.413421,"B0926","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",340,34.7058823529412,7.89473684210526,23.6842105263158,21.0526315789474,18.4210526315789,2.63157894736842
"2015025",42.62973,-71.506158,"B0928","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",351,12.8205128205128,26.9230769230769,25,21.1538461538462,23.0769230769231,0
"2015026",42.597591,-71.447571,"B0933","7/21/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",321,26.791277258567,33.3333333333333,30.5555555555556,30.5555555555556,16.6666666666667,2.77777777777778
"2015028",42.865929,-70.961591,"B0911","7/22/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",310,11.9354838709677,18.75,21.875,28.125,28.125,3.125
"2015029",42.735035,-70.94273,"B0916","7/22/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",320,7.5,12.5,21.875,21.875,15.625,0
"2015030",42.633923,-70.974737,"B0920","7/22/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,7.69230769230769,19.5652173913043,19.5652173913043,21.7391304347826,15.2173913043478,4.34782608695652
"2015031",42.579028,-70.991536,"B0914","7/23/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",340,2.35294117647059,28.5714285714286,57.1428571428571,28.5714285714286,35.7142857142857,0
"2015032.A",42.501785,-71.240716,"B0921","7/23/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",331,3.92749244712991,14.2857142857143,39.2857142857143,7.14285714285714,39.2857142857143,0
"2015032.B",42.501785,-71.240716,"B0921","7/23/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",313,2.55591054313099,14.2857142857143,40,11.4285714285714,37.1428571428571,2.85714285714286
"2015032.C",42.501785,-71.240716,"B0921","7/23/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",339,4.12979351032448,15.7894736842105,34.2105263157895,7.89473684210526,36.8421052631579,0
"2015033",42.571829,-71.096255,"B0925","7/23/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,17.4556213017751,6.06060606060606,24.2424242424242,18.1818181818182,30.3030303030303,0
"2015034",42.616929,-70.996412,"B0905","7/23/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",331,7.25075528700906,16.6666666666667,16.6666666666667,38.8888888888889,22.2222222222222,0
"2015035",42.594356,-71.34067,"B0906","7/27/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",298,7.38255033557047,20.5128205128205,25.6410256410256,17.9487179487179,23.0769230769231,0
"2015037",42.671844,-71.344448,"B0909","7/27/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",342,5.26315789473684,5,25,30,30,0
"2015038",42.668178,-71.326335,"B0932","7/27/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",327,8.25688073394495,12.1212121212121,21.2121212121212,24.2424242424242,30.3030303030303,0
"2015042",42.427641,-71.485449,"B0910","7/29/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",307,26.0586319218241,22,22,26,22,2
"2015043",42.347696,-71.51794,"B0919","7/29/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",363,0,23.8095238095238,47.6190476190476,0,33.3333333333333,0
"2015044",42.253214,-71.56727,"B0912","7/29/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",328,18.2926829268293,32.5581395348837,37.2093023255814,18.6046511627907,25.5813953488372,0
"2015045",42.291074,-71.688531,"B0927","7/29/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,5.36277602523659,27.4509803921569,21.5686274509804,15.6862745098039,19.6078431372549,5.88235294117647
"2015050",41.562812,-71.133855,"B0869","8/3/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",336,22.9166666666667,22.9508196721311,16.3934426229508,27.8688524590164,9.83606557377049,3.27868852459016
"2015051",41.63266,-71.060383,"B0827","8/3/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",377,26.790450928382,13.3333333333333,10,38.3333333333333,6.66666666666667,6.66666666666667
"2015054",42.00792,-71.70506,"B0829","8/4/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",287,22.2996515679443,18.75,1.5625,35.9375,4.6875,14.0625
"2015058",42.287132,-71.651289,"B0930","8/5/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",311,4.82315112540193,23.6842105263158,23.6842105263158,21.0526315789474,13.1578947368421,5.26315789473684
"2015060",42.494062,-71.255983,"B0934","8/5/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",341,2.34604105571848,20.5882352941176,32.3529411764706,14.7058823529412,29.4117647058824,2.94117647058824
"2016009",42.664623,-71.753811,"B0868","7/26/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",318,32.3899371069182,22.0779220779221,3.8961038961039,37.6623376623377,5.19480519480519,6.49350649350649
"2016010",42.700651,-71.487647,"B0942","7/26/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",349,9.16905444126074,32,40,16,36,0
"2016011",42.733424,-70.904624,"B0940","7/28/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",313,17.8913738019169,37.2093023255814,34.8837209302326,27.906976744186,30.2325581395349,0
"2016014",41.63266,-71.060383,"B0827","8/3/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",294,5.4421768707483,14.5454545454545,10.9090909090909,23.6363636363636,10.9090909090909,7.27272727272727
"2016015",42.00792,-71.70506,"B0829","8/3/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",311,32.7974276527331,18.0327868852459,8.19672131147541,32.7868852459016,4.91803278688525,8.19672131147541
"2016026",42.444418,-71.551697,"B0945","9/7/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",316,24.0506329113924,39.2156862745098,15.6862745098039,37.2549019607843,9.80392156862745,9.80392156862745
"2016033",41.772548,-71.084948,"B0468","9/21/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",310,49.0322580645161,27.5,2.5,55,2.5,5
"2017021",42.279627,-72.58673,"B0878","7/27/2017","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",289,31.1418685121107,20,10,31.6666666666667,10,3.33333333333333
"2019002",42.447149,-72.492036,"B1038","7/2/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",334,15.5688622754491,16.6666666666667,11.6666666666667,30,8.33333333333333,1.66666666666667
"2019004",41.90744,-70.91495,"B1006","7/3/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",321,41.7445482866044,17.5,20,37.5,15,5
"2019008",42.3863,-72.5504,"B1039","7/9/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",301,17.9401993355482,15.2542372881356,8.47457627118644,15.2542372881356,15.2542372881356,1.69491525423729
"2019011",41.94909,-70.96837,"B1020","7/11/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,15.9763313609467,11.3207547169811,20.7547169811321,24.5283018867925,15.0943396226415,1.88679245283019
"2019012",41.92175,-70.92352,"B1007","7/11/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",341,49.266862170088,17.0212765957447,25.531914893617,34.0425531914894,17.0212765957447,0
"2019015",41.83551,-71.13595,"B1021","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",342,44.7368421052632,16.3265306122449,10.2040816326531,36.734693877551,6.12244897959184,8.16326530612245
"2019016",41.9471,-71.17695,"B0603","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",335,46.2686567164179,22.8070175438597,14.0350877192982,35.0877192982456,8.7719298245614,8.7719298245614
"2019017.A",41.98168,-71.16139,"B1019","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",326,40.1840490797546,16.2162162162162,8.10810810810811,40.5405405405405,2.7027027027027,16.2162162162162
"2019017.B",41.98168,-71.16139,"B1019","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",302,38.4105960264901,15.3846153846154,15.3846153846154,38.4615384615385,5.12820512820513,12.8205128205128
"2019017.C",41.98168,-71.16139,"B1019","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,35.9621451104101,24.390243902439,14.6341463414634,36.5853658536585,7.31707317073171,9.75609756097561
"2019021",42.061126,-71.216586,"B0835","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",316,19.620253164557,15.5555555555556,20,22.2222222222222,11.1111111111111,4.44444444444444
"2019022",41.992344,-71.042578,"B1015","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",354,0,25,100,0,50,0
"2019023.A",42.005027,-71.213447,"B0860","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,34.0694006309148,9.80392156862745,25.4901960784314,31.3725490196078,15.6862745098039,3.92156862745098
"2019023.B",42.005027,-71.213447,"B0860","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",326,34.6625766871166,13.4615384615385,23.0769230769231,34.6153846153846,13.4615384615385,3.84615384615385
"2019023.C",42.005027,-71.213447,"B0860","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",320,31.5625,20,25.4545454545455,38.1818181818182,12.7272727272727,3.63636363636364
"2019027",42.695393,-72.227184,"B0821","7/23/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",295,18.3050847457627,30.7692307692308,6.41025641025641,26.9230769230769,2.56410256410256,2.56410256410256
"2019029",42.201548,-72.044871,"B1030","7/24/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",329,12.4620060790274,26.6666666666667,26.6666666666667,17.7777777777778,8.88888888888889,0
"2019031",42.187595,-71.62677,"B1032","7/24/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",322,35.0931677018634,32.6086956521739,19.5652173913043,39.1304347826087,4.34782608695652,2.17391304347826
"2019040",42.3671,-72.6042,"B1023","8/1/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",334,20.3592814371257,18.1818181818182,31.8181818181818,25.7575757575758,16.6666666666667,0
"2019042.A",42.2824,-72.5871,"B1027","8/1/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",341,22.2873900293255,21.0526315789474,5.26315789473684,28.9473684210526,6.57894736842105,3.94736842105263
"2019042.B",42.2824,-72.5871,"B1027","8/1/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",315,18.0952380952381,22.3880597014925,5.97014925373134,29.8507462686567,7.46268656716418,5.97014925373134
"2019042.C",42.2824,-72.5871,"B1027","8/1/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",339,22.1238938053097,21.9178082191781,6.84931506849315,27.3972602739726,8.21917808219178,2.73972602739726
"2019043",42.042388,-70.898462,"B0841","8/2/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",322,16.1490683229814,29.6296296296296,27.7777777777778,31.4814814814815,7.40740740740741,1.85185185185185
"2019045",42.07937,-71.01406,"B0609","8/2/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",346,8.95953757225434,17.3913043478261,28.2608695652174,17.3913043478261,28.2608695652174,2.17391304347826
"2019049",42.0367,-72.5828,"B1025","8/5/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",301,18.2724252491694,12.5,12.5,12.5,16.6666666666667,2.08333333333333
"2019054",41.97795,-71.13415,"B1018","8/6/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",361,18.5595567867036,36.1702127659574,34.0425531914894,29.7872340425532,19.1489361702128,2.12765957446809
"2019055",41.93332,-71.15427,"B0350","8/6/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",318,57.8616352201258,9.09090909090909,9.09090909090909,38.6363636363636,6.81818181818182,9.09090909090909
"2019056",41.94673,-71.20084,"B1022","8/6/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",318,44.0251572327044,14.2857142857143,25.7142857142857,37.1428571428571,5.71428571428571,5.71428571428571
"2019057",42.2836,-72.6404,"B1024","8/7/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",343,33.5276967930029,15.7894736842105,7.89473684210526,15.7894736842105,18.4210526315789,0
"2019058",42.2775,-72.6544,"B1028","8/7/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",319,6.89655172413793,22.2222222222222,40.7407407407407,18.5185185185185,37.037037037037,0
"2019059",42.01888,-71.12579,"B1016","8/7/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,30.4733727810651,15.2542372881356,11.864406779661,32.2033898305085,11.864406779661,1.69491525423729
"2019060",41.99503,-70.9707,"B1017","8/7/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",323,21.0526315789474,20,24,28,10,4
"2019062",42.00792,-71.70506,"B0829","8/12/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",325,18.7692307692308,22.6415094339623,1.88679245283019,33.9622641509434,3.77358490566038,11.3207547169811
"2019063",42.04536,-71.651598,"B1031","8/12/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",336,33.0357142857143,18.8679245283019,11.3207547169811,37.7358490566038,5.66037735849057,11.3207547169811
"2019066",42.617604,-71.726241,"B1035","8/14/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",322,27.9503105590062,21.1538461538462,5.76923076923077,30.7692307692308,5.76923076923077,7.69230769230769
"2019067",42.664623,-71.753811,"B0868","8/14/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",328,32.6219512195122,22.5352112676056,2.8169014084507,36.6197183098592,2.8169014084507,7.04225352112676
"2019069",42.4112,-72.5675,"B1029","8/15/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",327,31.8042813455657,13.7254901960784,9.80392156862745,25.4901960784314,15.6862745098039,1.96078431372549
"2019070",42.187649,-70.768508,"B1036","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,18.6390532544379,30.9090909090909,29.0909090909091,23.6363636363636,14.5454545454545,1.81818181818182
"2019072",42.05821,-70.89996,"B1010","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,6.50887573964497,20.4545454545455,22.7272727272727,22.7272727272727,15.9090909090909,0
"2019073",42.04551,-70.97074,"B1012","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,9.87261146496815,24.4444444444444,13.3333333333333,22.2222222222222,11.1111111111111,2.22222222222222
"2019074",42.03149,-70.96656,"B1013","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",312,11.8589743589744,24.5614035087719,26.3157894736842,19.2982456140351,12.280701754386,3.50877192982456
"2019075",41.997462,-70.953869,"B0863","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",337,14.540059347181,25.4545454545455,21.8181818181818,27.2727272727273,14.5454545454545,0
"2019077",41.778004,-71.075934,"B1034","8/26/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",335,22.9850746268657,29.5454545454545,20.4545454545455,22.7272727272727,6.81818181818182,2.27272727272727
"2019079",42.05376,-71.00978,"B1011","9/9/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",315,3.80952380952381,22.2222222222222,33.3333333333333,16.6666666666667,16.6666666666667,2.77777777777778
"2019081",41.8199,-71.02718,"B1008","9/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",345,0.289855072463768,8.33333333333333,50,8.33333333333333,41.6666666666667,0
"2019083",42.198623,-70.83275,"B1037","9/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",347,79.2507204610951,32.258064516129,12.9032258064516,41.9354838709677,9.67741935483871,3.2258064516129
"2019084",41.958515,-71.242463,"B1033","9/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",332,11.7469879518072,29.6296296296296,37.037037037037,11.1111111111111,29.6296296296296,0
